12214,-11339,-12680,783,-1012,1260,4926,1298,1610
17023,-1625,-4902,-2835,3603,2598,4896,1325,1688
16733,-1076,-5075,-5593,6087,2043,4922,1222,1746
15426,-552,-8261,-3719,4003,1290,4921,1210,1772
15254,-93,-8459,-977,2842,313,4924,1206,1860
14222,301,-9066,-1473,226,1665,4933,1164,1890
13926,140,-9675,-1954,-1530,-266,4945,1185,1777
13491,322,-9841,274,-4004,-2595,4979,1209,1775
13129,196,-9494,1194,-8116,-4217,4957,1240,1657
12374,-303,-7615,3022,-12334,-5152,5014,1281,1587
12597,-835,-5404,6346,-15491,-6968,5058,1356,1403
12113,-1907,-2401,7487,-17635,-9463,5046,1461,1079
12205,-2753,188,7332,-18967,-9925,5026,1590,857
12542,-4263,2759,5521,-17126,-11877,4902,1803,661
12844,-2056,3728,-2981,-17104,-7038,4799,1941,452
11571,-5015,5244,-5718,-18600,156,4740,2000,120
10259,-5973,8073,-2176,-15768,-6919,4637,2052,-244
10133,-5148,10010,-1954,-16455,-9181,4520,2140,-411
8110,-7439,10796,361,-20308,-4744,4347,2202,-689
7557,-7590,11547,-750,-17632,-5607,4086,2309,-929
6960,-6982,12978,-3179,-15281,-7297,3827,2345,-1143
6455,-11315,14135,4313,-15521,-4668,3541,2436,-1333
6395,-11055,17971,5219,-9475,-10865,3319,2584,-1317
