10352,12153,-23434,2691,882,-3675,5053,499,2479
14175,4119,-8701,-1630,-3419,-1139,5075,487,2432
14112,2958,-11720,-1693,-4450,-3453,5128,520,2375
12810,1875,-13656,771,-3661,-1399,5155,563,2295
9843,595,-13720,3426,-5785,-3782,5168,585,2198
10308,2372,-8176,4726,-11532,-6855,5234,623,2119
12126,3039,-5105,-1900,-18472,-4349,5378,744,1723
10834,-588,-6954,-2717,-22692,-2486,5419,797,1272
11774,-494,-2377,415,-22459,-4453,5479,888,852
10387,-445,3138,-1576,-25880,-1826,5459,939,393
8280,-2638,4748,858,-27740,-3692,5333,987,-103
9356,-1356,11500,2872,-23062,-4535,5132,1061,-575
9128,-3670,14359,3967,-19696,-2294,4826,1210,-1037
10003,-2118,17696,3173,-15991,107,4595,1293,-1268
10031,-1212,16503,-3428,-13572,1933,4415,1274,-1522
