-9747,-31,20607,234,-2687,2341,4068,813,-2220
3450,-1813,17431,-1299,1768,-1655,4111,639,-2231
618,-2786,14312,-353,686,-2807,4147,604,-2239
2763,-2708,16287,931,1866,-3771,4189,649,-2196
3110,-1919,16915,666,1720,-4382,4198,688,-2164
2828,-1590,17188,-1568,1374,-4140,4196,747,-2181
2700,-2171,16712,-2393,2081,-5765,4212,778,-2134
2284,-1781,16496,-2259,2975,-8601,4213,810,-2147
1782,-1925,16387,-3059,3908,-10108,4204,872,-2116
1230,-2045,16215,-3677,4402,-10959,4211,911,-2071
728,-2801,15785,-4769,4502,-12329,4238,940,-2063
508,-3518,15414,-4581,4868,-14483,4255,1044,-2042
675,-3129,15691,-4328,4373,-15102,4193,1103,-2062
866,-3577,15541,-4964,4039,-15157,4188,1210,-1985
629,-4394,15053,-5745,4362,-16103,4151,1254,-2003
538,-4632,15178,-5653,3880,-16085,4105,1331,-1989
-86,-5115,14980,-4931,3840,-15609,4051,1442,-2049
65,-5236,14818,-5408,2901,-15941,3940,1529,-2029
-184,-5373,14759,-5804,3121,-16019,3864,1577,-2038
-51,-5975,14392,-5302,2573,-16469,3769,1625,-2111
149,-6633,14241,-4164,2692,-17534,3687,1723,-2093
247,-6419,14604,-3437,2717,-16894,3560,1802,-2109
192,-6956,14449,-4056,2789,-15904,3476,1845,-2120
422,-7908,13960,-2830,4292,-16604,3359,1911,-2127
528,-7841,14351,-1961,6651,-17846,3223,2065,-2163
380,-7320,14824,-1671,6822,-17114,3097,2106,-2128
1119,-7617,13834,-3256,5162,-15824,3057,2125,-2112
1219,-8127,13709,-3303,4201,-14575,2923,2203,-2133
1314,-8301,13817,-2863,2662,-14116,2804,2231,-2118
2558,-8156,13819,-3601,922,-12609,2686,2285,-2156
2822,-8947,13123,-4162,1464,-12207,2556,2276,-2184
3155,-9101,13124,-3309,-48,-10933,2442,2274,-2229
