6236,-1438,22617,1538,-3662,2456,3762,930,-2402
1921,-1384,17671,-311,1156,-2439,3659,926,-2444
1615,-2397,16981,-348,3479,-3712,3726,880,-2448
913,-2512,17109,-165,4630,-4707,3899,834,-2363
940,-1409,16642,-2087,4041,-5202,3980,819,-2319
994,-2424,16197,-2751,3888,-6735,4033,803,-2302
992,-1251,17001,-3242,4351,-9257,4090,861,-2282
2053,-1934,16619,-4219,4596,-11983,4055,942,-2317
3099,-3531,16122,-2986,5846,-14519,4049,1103,-2214
2578,-4551,15277,-3485,6458,-14804,4045,1202,-2131
1942,-5047,15006,-6276,5655,-13578,4083,1314,-2082
1262,-5124,14320,-4774,5678,-13079,4020,1383,-2052
1144,-5722,13235,-4460,4852,-13930,3990,1475,-2020
1585,-6664,13006,-3805,3978,-13062,3937,1628,-2016
2641,-6558,13401,-2702,2361,-10984,3828,1678,-2037
3512,-6160,13913,-4299,1898,-10538,3689,1748,-1994
4250,-6598,14117,-2596,1632,-10248,3616,1786,-2100
4387,-6009,14528,-2198,2275,-10069,3546,1846,-2110
4244,-6187,13723,-3534,1827,-8949,3450,1855,-2134
4370,-6295,13293,-2740,1582,-8989,3363,1917,-2136
4793,-6103,12525,-3311,1074,-8490,3279,1928,-2201
4488,-7783,12377,-1348,403,-8532,3185,1944,-2253
5179,-7554,14513,376,-1441,-7401,3061,2016,-2226
5401,-8618,14867,148,-1368,-4412,2867,2127,-2246
5575,-6932,14073,1526,-931,-4480,2737,2202,-2197
