7472,13756,5688,2744,1114,-3326,4108,-1984,-867
8644,11391,6432,2752,817,-4130,4578,-1719,-946
8791,11031,6380,3505,489,-4686,4612,-1597,-939
8977,10899,7120,4580,591,-6640,4693,-1442,-991
9766,9848,7314,6061,1165,-9197,4728,-1245,-973
10781,8554,7460,9113,1749,-12352,4757,-990,-1034
12059,7656,7784,9634,3044,-15171,4833,-567,-1015
12448,4826,7901,13279,4455,-19043,4934,-181,-964
13802,3497,9022,18753,4906,-24380,4928,537,-844
13651,713,8263,15125,2956,-24831,4799,1198,-693
12666,-3747,7167,11541,2393,-21029,4576,1764,-500
12296,-5472,6959,7903,-811,-16675,4264,2302,-385
12199,-7402,7115,1600,-3920,-9948,4044,2572,-313
12496,-8244,7169,1379,-5613,384,3807,2784,-328
