-11297,-3119,14623,413,-1809,-59,1795,1981,-2625
-1400,-5126,17899,-428,1152,-176,1797,1988,-2581
-4620,-6980,17508,1415,-102,-37,1861,1970,-2599
-17,-4376,20441,1401,3649,2092,1930,1978,-2568
1211,-3922,22446,99,5963,1360,2051,1966,-2596
1110,-4641,22924,-1598,6241,3004,2112,1995,-2542
1442,-5216,21567,-2316,7945,2214,2284,1970,-2554
1009,-5279,20698,-1671,10373,1490,2460,1872,-2535
1522,-5400,19601,-811,11729,621,2606,1889,-2557
1838,-6144,18384,-1029,12377,1412,2831,1847,-2473
2526,-5776,17271,-1695,12301,2750,3033,1813,-2357
3070,-5641,16060,-1699,12649,2330,3284,1736,-2293
3222,-5354,14634,-1229,12700,2113,3446,1697,-2193
3402,-4568,12437,-2230,11213,2912,3633,1610,-2100
4300,-3879,10758,-2691,10074,2704,3800,1584,-1927
4641,-2826,10335,-2149,8892,2209,3970,1527,-1842
5278,-3356,9330,-1960,8106,1963,4093,1423,-1776
4405,-2814,9435,-1058,7221,1078,4190,1352,-1691
5047,-2031,9219,-1302,5312,2612,4265,1377,-1628
5405,-1747,6751,-754,3985,2565,4289,1368,-1567
