2901,-10623,12644,-2225,-2035,-2104,1796,2442,-2422
3779,-8778,14288,184,-1679,-2120,1725,2462,-2470
3590,-8925,15028,-411,-1673,57,1678,2424,-2507
3382,-8839,16310,463,-2830,3935,1774,2304,-2527
3772,-8580,16084,2076,-583,3808,1794,2326,-2535
1967,-9995,15393,1567,-268,7760,1861,2322,-2475
1600,-9597,14653,1352,-1565,12423,2062,2314,-2445
825,-9176,14487,878,-1404,13852,2227,2278,-2422
844,-7363,14833,2026,-1836,15966,2431,2253,-2390
466,-6429,14461,2383,-1182,15868,2688,2193,-2389
-740,-5601,14042,2907,-1385,15400,2855,2134,-2328
-388,-3765,14853,5333,-3384,15835,3061,2055,-2263
-890,-2990,14782,4674,-3046,12709,3221,1984,-2290
-593,-2475,14723,4651,-4780,13895,3340,1940,-2265
-787,-1821,15437,3670,-4947,12116,3419,1901,-2213
584,-2666,15174,3348,-6351,12797,3416,1823,-2201
523,-2156,16318,3851,-5123,10542,3381,1800,-2291
