25355,23234,-276,2489,-2835,-3071,1854,1385,-2543
374,-1768,16802,-3520,3236,607,1912,1310,-2596
1574,1697,11189,2729,3778,1298,2013,1308,-2560
-1599,-2282,18595,1647,5105,-690,2097,1373,-2572
922,-1447,17478,-1342,5337,-707,2188,1338,-2516
983,-2690,16389,-1321,5254,939,2300,1283,-2519
650,-2238,18155,-114,5884,842,2398,1301,-2519
1719,-1912,18690,-1642,5895,1,2552,1276,-2490
2224,-2136,17247,-2050,5614,130,2670,1252,-2502
3067,-2093,17980,-1395,6765,-40,2790,1214,-2497
3496,-2503,17603,-492,7062,349,2912,1214,-2452
4937,-1890,17297,121,8203,1009,3076,1172,-2441
4583,-2326,16935,336,9978,838,3277,1153,-2346
5708,-792,15293,207,9631,2222,3471,1168,-2263
5199,-1729,15554,1051,10845,1385,3683,1112,-2188
7691,-273,15712,-42,11012,1650,3884,1159,-2035
8491,-1867,13967,80,11750,2194,4081,1077,-1911
10031,-564,12800,1269,12533,2564,4275,1076,-1761
8963,-599,11340,4805,13819,4135,4516,1018,-1595
8324,494,10787,5990,14626,1822,4710,1059,-1319
7046,1322,11871,2889,13695,201,4913,1079,-1059
7969,1335,5951,-369,9964,-846,4983,1071,-846
