10630,23,5662,1229,117,-426,5158,866,-802
12014,-1138,7793,450,-3171,192,5084,876,-905
12120,-341,8122,273,-3735,821,5049,866,-950
12177,-578,8301,22,-4553,653,5052,835,-1047
11811,37,8681,-256,-5160,1166,5022,859,-1093
11086,-583,9011,507,-5309,878,5015,851,-1123
10664,-279,9311,1858,-4850,-645,4936,849,-1220
10178,392,10137,2562,-4946,-932,4907,875,-1232
9568,529,10586,1737,-6074,-104,4840,891,-1333
8906,415,10671,704,-6593,-175,4790,884,-1363
7272,-15,9818,314,-7003,-343,4694,922,-1471
6448,232,9654,1503,-7553,-1330,4644,939,-1577
4482,-1619,14075,2715,-10251,-1596,4277,1086,-1801
5552,-2009,15673,3115,-10485,-2098,4114,1143,-1925
7164,-2021,17915,1408,-10322,-2048,3959,1186,-1965
8144,-2013,17703,-975,-10388,517,3821,1199,-2091
7435,-2640,17390,-912,-8999,1985,3689,1184,-2189
6734,-1912,16846,-831,-6288,2627,3632,1181,-2192
5032,-1541,15406,150,-6171,2759,3549,1113,-2238
5456,-570,15021,2622,-6465,2150,3454,1100,-2279
3426,-125,15619,4091,-8070,5358,3388,1144,-2298
1619,-937,15843,2503,-9704,4716,3321,1169,-2387
