-12843,-3867,7774,-223,797,-1332,2077,1995,-2573
-120,-4963,15046,-1583,2167,-1,2241,1923,-2578
273,-4904,17483,-690,2730,937,2277,1842,-2582
-7,-4951,18727,202,2716,1211,2389,1867,-2564
1475,-4135,18268,-1899,2217,2437,2450,1834,-2592
2190,-3413,18563,-2153,1537,2281,2532,1799,-2600
2709,-3400,20515,-2593,3434,1683,2642,1698,-2614
3559,-3291,21876,-2756,5888,-397,2698,1675,-2598
3098,-4099,21522,-4014,7951,2134,2886,1535,-2575
3019,-4128,19814,-2931,8798,2390,3095,1481,-2552
2806,-3985,18038,-3939,9522,2115,3345,1335,-2514
3221,-3593,15947,-3475,10715,3507,3621,1235,-2400
3294,-2634,14922,-2487,11565,2235,3886,1129,-2249
4137,-2561,11308,-3215,10056,3786,4114,997,-2076
5245,-1496,10354,-5066,9308,2671,4353,817,-1888
4771,-959,9748,-3386,7397,3124,4494,697,-1778
6331,415,8050,-5876,3950,4290,4628,544,-1690
6312,510,7491,-2258,2966,1654,4655,433,-1641
7312,2079,7643,-3485,663,2541,4694,376,-1634
