4198,17056,14427,200,4874,-2567,3824,-2477,-1449
3193,12783,10304,-275,6440,-9014,4181,-2414,-1232
4152,11733,10048,1860,8013,-9814,4380,-2260,-1185
5676,10800,10087,2467,10104,-13157,4593,-2103,-1103
5900,8110,7368,5339,11356,-17081,4915,-1761,-955
10187,7325,7638,8935,16894,-22920,5193,-1346,-767
11569,3891,7091,10658,23176,-29649,5560,-578,-277
13116,2574,7152,10204,21084,-31186,5676,140,201
13046,-1238,4029,5707,18478,-28942,5616,805,588
12028,-5539,762,7014,20302,-30128,5227,1594,1118
12801,-9091,3971,5545,21458,-28761,4808,2106,1520
9914,-5861,1010,2774,17194,-27976,4039,2686,1937
5065,-12556,-5524,-5221,9785,-19271,3479,2927,2059
