7264,12958,-7616,-691,2410,-3215,5672,667,336
13635,-1029,-759,1706,-4173,1281,5611,773,229
15562,949,5015,3106,-4909,1232,5634,751,180
21119,5599,1369,178,-5602,2000,5562,745,78
14256,387,3720,2711,-3057,-1299,5563,713,-19
13973,1249,4054,2818,-3683,-1588,5593,752,-61
11323,720,2917,1964,-5635,-952,5525,805,-187
10023,268,3958,1784,-8778,-2247,5468,854,-312
9907,139,5505,3324,-10851,-3338,5381,930,-495
9306,10,9400,4483,-11642,-3054,5240,1004,-742
9631,-754,10582,2076,-13583,-3252,5111,1106,-910
9033,-1988,11303,3446,-13407,-4073,4851,1208,-1215
10089,-1983,14837,2864,-13180,-3934,4643,1304,-1395
9755,-2847,14524,1364,-12990,-1939,4395,1407,-1602
9261,-2962,16733,2890,-11032,-1561,4193,1441,-1684
7085,-3571,20201,825,-10765,-738,4001,1505,-1792
