7843,1957,4028,3491,3602,1353,5313,501,-811
8524,1171,2964,772,-3119,-563,5350,584,-725
8784,-217,4016,935,-5253,-1332,5336,578,-784
10039,1005,6398,963,-7054,-2294,5284,626,-906
10320,238,7269,-133,-9127,-1330,5191,696,-1005
10642,-836,7027,315,-9999,-1354,5069,682,-1191
9846,-791,8060,2112,-9945,-1874,4903,721,-1373
9117,777,11825,2289,-10599,-1089,4820,750,-1481
8003,369,12378,-361,-12310,-1023,4680,814,-1619
6335,-195,13062,88,-12548,-1693,4491,782,-1778
6910,-10,14366,486,-13065,-2137,4356,820,-1867
6771,1220,15330,-1312,-13312,648,4148,804,-2073
4953,-1119,15670,510,-12137,-240,3905,833,-2178
8542,-1052,17914,2979,-9070,-106,3706,854,-2276
7086,-779,22123,1867,-6571,5125,3630,912,-2306
1798,-1137,21855,-1426,-6717,6894,3489,850,-2324
